0.17457;735.033
0.17458;14291.4
0.17459;36302.4
0.1746;64229.2
0.17461;97008.2
0.17462;134003
0.17463;174777
0.17464;219005
0.17465;266433
0.17466;316854
0.17467;370097
0.17468;426014
0.17469;484480
0.1747;545381
0.17471;608619
0.17472;674104
0.17473;741755
0.17474;811498
0.17475;883263
0.17476;956987
0.17477;1.03261e+06
0.17478;1.11008e+06
0.17479;1.18934e+06
0.1748;1.27035e+06
0.17481;1.35305e+06
0.17482;1.4374e+06
0.17483;1.52335e+06
0.17484;1.61088e+06
0.17485;1.69993e+06
0.17486;1.79047e+06
0.17487;1.88246e+06
0.17488;1.97586e+06
0.17489;2.07064e+06
0.1749;2.16677e+06
0.17491;2.26421e+06
0.17492;2.36292e+06
0.17493;2.46289e+06
0.17494;2.56407e+06
0.17495;2.66643e+06
0.17496;2.76994e+06
0.17497;2.87457e+06
0.17498;2.9803e+06
0.17499;3.08709e+06
0.175;3.19491e+06
0.17501;3.30374e+06
0.17502;3.41354e+06
0.17503;3.52428e+06
0.17504;3.63595e+06
0.17505;3.7485e+06
0.17506;3.86191e+06
0.17507;3.97615e+06
0.17508;4.0912e+06
0.17509;4.20702e+06
0.1751;4.32358e+06
0.17511;4.44087e+06
0.17512;4.55885e+06
0.17513;4.67749e+06
0.17514;4.79677e+06
0.17515;4.91665e+06
0.17516;5.03711e+06
0.17517;5.15812e+06
0.17518;5.27965e+06
0.17519;5.40167e+06
0.1752;5.52416e+06
0.17521;5.64709e+06
0.17522;5.77043e+06
0.17523;5.89415e+06
0.17524;6.01821e+06
0.17525;6.1426e+06
0.17526;6.26729e+06
0.17527;6.39224e+06
0.17528;6.51742e+06
0.17529;6.64282e+06
0.1753;6.76839e+06
0.17531;6.89411e+06
0.17532;7.01995e+06
0.17533;7.14589e+06
0.17534;7.27188e+06
0.17535;7.3979e+06
0.17536;7.52393e+06
0.17537;7.64993e+06
0.17538;7.77588e+06
0.17539;7.90174e+06
0.1754;8.02748e+06
0.17541;8.15307e+06
0.17542;8.27849e+06
0.17543;8.4037e+06
0.17544;8.52868e+06
0.17545;8.65339e+06
0.17546;8.7778e+06
0.17547;8.90188e+06
0.17548;9.02561e+06
0.17549;9.14895e+06
0.1755;9.27187e+06
0.17551;9.39434e+06
0.17552;9.51634e+06
0.17553;9.63782e+06
0.17554;9.75877e+06
0.17555;9.87914e+06
0.17556;9.99891e+06
0.17557;1.01181e+07
0.17558;1.02365e+07
0.17559;1.03543e+07
0.1756;1.04714e+07
0.17561;1.05877e+07
0.17562;1.07032e+07
0.17563;1.08179e+07
0.17564;1.09318e+07
0.17565;1.10448e+07
0.17566;1.11569e+07
0.17567;1.1268e+07
0.17568;1.13782e+07
0.17569;1.14874e+07
0.1757;1.15955e+07
0.17571;1.17026e+07
0.17572;1.18086e+07
0.17573;1.19135e+07
