Fecha Hora,PM10 [µg/m3],PM2.5 [µg/m3]
2023-01-30 21:00,29,18
2023-01-30 22:00,24,19
2023-01-30 23:00,29,15
2023-01-30 24:00,24,21
2023-01-31 01:00,20,20
2023-01-31 02:00,25,16
2023-01-31 03:00,26,22
2023-01-31 04:00,33,16
2023-01-31 05:00,30,22
2023-01-31 06:00,22,21
2023-01-31 07:00,28,18
2023-01-31 08:00,41,24
2023-01-31 09:00,75,27
2023-01-31 10:00,101,45
2023-01-31 11:00,120,61
2023-01-31 12:00,86,74
2023-01-31 13:00,66,49
2023-01-31 14:00,62,34
2023-01-31 15:00,67,30
2023-01-31 16:00,67,40
2023-01-31 17:00,60,33
2023-01-31 18:00,63,25
2023-01-31 19:00,54,33
2023-01-31 20:00,57,29
2023-01-31 21:00,49,32
2023-01-31 22:00,42,32
2023-01-31 23:00,36,21
2023-01-31 24:00,33,27
2023-02-01 01:00,,32
2023-02-01 02:00,13,13
2023-02-01 03:00,18,7
2023-02-01 04:00,13,2
2023-02-01 05:00,20,1
2023-02-01 06:00,14,10
2023-02-01 07:00,17,7
2023-02-01 08:00,19,5
2023-02-01 09:00,59,10
2023-02-01 10:00,105,54
2023-02-01 11:00,112,64
2023-02-01 12:00,121,70
2023-02-01 13:00,101,74
2023-02-01 14:00,92,57
2023-02-01 15:00,94,53
2023-02-01 16:00,75,50
2023-02-01 17:00,59,29
2023-02-01 18:00,60,30
2023-02-01 19:00,55,19
2023-02-01 20:00,50,35
2023-02-01 21:00,58,30
2023-02-01 22:00,49,32
2023-02-01 23:00,41,37
2023-02-01 24:00,39,29
