t,z
0.9997739714841264,0.0
1.9995479429682528,0.0
2.999321914452379,0.0
3.9990958859365056,0.0
4.998869857420631,0.0
5.998643828904758,0.0
6.998417800388885,0.0
7.998191771873011,0.0
8.997965743357137,0.0
9.997739714841263,0.0
10.997513686325389,0.0
11.997287657809515,0.0
12.997061629293642,0.0
13.99683560077777,0.009945863462244806
14.996609572261896,0.01705005164956253
15.996383543746022,0.01918130810575784
16.99615751523015,0.022022983380684927
17.995931486714273,0.023443821018148472
18.9957054581984,0.01918130810575784
19.995479429682526,0.01705005164956253
20.995253401166654,0.023443821018148472
21.995027372650778,0.0227334021994167
22.994801344134906,0.01705005164956253
23.99457531561903,0.02060214574322139
24.99434928710316,0.022022983380684927
25.994123258587283,0.02131256456195316
26.99389723007141,0.01918130810575784
27.99367120155554,0.017760470468294296
28.993445173039664,0.02131256456195316
29.993219144523792,0.017760470468294296
30.992993116007916,0.01562921401209898
31.992767087492044,0.008525025824781264
32.99254105897617,0.0
33.9923150304603,0.0
34.99208900194442,0.0
35.991862973428546,0.0
36.99163694491268,0.0
37.9914109163968,0.0
38.99118488788093,0.0
39.99095885936505,0.0
40.99073283084918,0.0
41.99050680233331,0.0
42.99028077381743,0.0
43.990054745301556,0.0
44.98982871678569,0.0
45.98960268826981,0.0
46.98937665975394,0.0
47.98915063123806,0.0
48.98892460272219,0.0
