t,z
0.9997156007478184,0.0
1.9994312014956368,0.0
2.9991468022434553,0.0
3.9988624029912736,0.0
4.998578003739092,0.0
5.998293604486911,0.0
6.9980092052347285,0.0
7.997724805982547,0.0
8.997440406730366,0.0
9.997156007478184,0.002023028589279147
10.996871608226002,0.010115142946395735
11.996587208973821,0.008092114357116587
12.996302809721639,0.010115142946395735
13.996018410469457,0.00910362865175616
14.995734011217275,0.008092114357116587
15.995449611965094,0.004046057178558294
16.995165212712912,0.0070806000624770125
17.994880813460732,0.008092114357116587
18.994596414208548,0.008092114357116587
19.994312014956368,0.00910362865175616
20.994027615704187,0.011126657241035306
21.993743216452003,0.00910362865175616
22.993458817199823,0.0070806000624770125
23.993174417947642,0.0070806000624770125
24.99289001869546,0.004046057178558294
25.992605619443278,0.004046057178558294
26.992321220191094,0.00910362865175616
27.992036820938914,0.0060690857678374404
28.991752421686733,0.011126657241035306
29.99146802243455,0.008092114357116587
30.99118362318237,0.0070806000624770125
31.99089922393019,0.0070806000624770125
32.990614824678005,0.011126657241035306
33.990330425425825,0.008092114357116587
34.990046026173644,0.008092114357116587
35.989761626921464,0.008092114357116587
36.989477227669276,0.0070806000624770125
37.989192828417096,0.008092114357116587
38.988908429164916,0.0050575714731978675
39.988624029912735,0.008092114357116587
40.988339630660555,0.0060690857678374404
41.988055231408374,0.008092114357116587
42.98777083215619,0.00910362865175616
43.98748643290401,0.00910362865175616
44.987202033651826,0.0060690857678374404
45.986917634399646,0.0070806000624770125
46.986633235147465,0.008092114357116587
47.986348835895285,0.0070806000624770125
48.9860644366431,0.008092114357116587
