t,z
0.9997039266005566,0.0
1.9994078532011132,0.0
2.99911177980167,0.0
3.9988157064022265,0.0
4.9985196330027835,0.0
5.99822355960334,0.0
6.9979274862038965,0.0
7.997631412804453,0.0
8.99733533940501,0.0
9.997039266005567,0.0
10.996743192606123,0.0
11.99644711920668,0.0
12.996151045807236,0.0
13.995854972407793,0.0
14.99555889900835,0.0
15.995262825608906,0.0
16.994966752209464,0.0
17.99467067881002,0.0
18.994374605410577,0.0
19.994078532011134,0.0
20.99378245861169,0.0
21.993486385212247,0.0
22.993190311812803,0.0
23.99289423841336,0.0
24.992598165013916,0.0
25.992302091614473,0.0
26.99200601821503,0.0
27.991709944815586,0.0
28.991413871416142,0.0
29.9911177980167,0.0
30.990821724617255,0.0
31.990525651217812,0.0
32.99022957781837,0.0
33.98993350441893,0.0
34.98963743101948,0.0
35.98934135762004,0.0
36.989045284220595,0.0
37.988749210821155,0.0
38.98845313742171,0.0
39.98815706402227,0.0
40.98786099062282,0.0
41.98756491722338,0.0
42.987268843823934,0.0
43.986972770424494,0.0
44.98667669702505,0.0
45.98638062362561,0.0
46.98608455022616,0.0
47.98578847682672,0.0
48.98549240342727,0.0
49.98519633002783,0.0
50.984900256628386,0.0
51.984604183228946,0.0
52.9843081098295,0.0
53.98401203643006,0.0
54.98371596303061,0.0
55.98341988963117,0.0
56.983123816231725,0.0
