t,z
0.9998907129567425,0.0
1.999781425913485,0.0
2.999672138870227,0.0
3.99956285182697,0.0
4.999453564783712,0.0
5.999344277740454,0.0
6.999234990697198,0.0
7.99912570365394,0.0
8.999016416610681,0.0
9.998907129567424,0.0
10.998797842524167,0.0
11.998688555480909,0.007284567965511334
12.998579268437652,0.017691093630527524
13.998469981394395,0.021680261802117066
14.998360694351137,0.02011928295236464
15.99825140730788,0.01786453572494446
16.99814212026462,0.0020813051330032385
17.998032833221362,0.0
18.997923546178107,0.0
19.99781425913485,0.0
20.99770497209159,0.0
21.997595685048335,0.0
22.997486398005076,0.0
23.997377110961818,0.0
24.997267823918563,0.0
25.997158536875304,0.0
26.997049249832045,0.0
27.99693996278879,0.0
28.99683067574553,0.0
29.996721388702273,0.0
