t,z
0.9997156007478185,0.0
1.999431201495637,0.0
2.9991468022434553,0.0
3.998862402991274,0.0
4.998578003739092,0.0
5.998293604486911,0.0
6.998009205234729,0.0
7.997724805982548,0.0
8.997440406730366,0.0
9.997156007478184,0.0
10.996871608226003,0.0
11.996587208973821,0.0
12.99630280972164,0.0
13.996018410469459,0.018468114213515397
14.995734011217277,0.016621302792163856
15.995449611965096,0.012927679949460775
16.995165212712912,0.020314925634866934
17.994880813460732,0.016621302792163856
18.99459641420855,0.014774491370812317
19.994312014956368,0.022161737056218475
20.994027615704187,0.014774491370812317
21.993743216452007,0.016621302792163856
22.993458817199826,0.009234057106757699
23.993174417947642,0.016621302792163856
24.992890018695462,0.020314925634866934
25.99260561944328,0.020314925634866934
26.992321220191098,0.018468114213515397
27.992036820938917,0.016621302792163856
28.991752421686737,0.012927679949460775
29.991468022434553,0.016621302792163856
30.991183623182373,0.018468114213515397
31.990899223930192,0.016621302792163856
32.99061482467801,0.022161737056218475
33.990330425425825,0.016621302792163856
34.990046026173644,0.018468114213515397
35.989761626921464,0.016621302792163856
36.98947722766928,0.024008548477570016
37.9891928284171,0.020314925634866934
38.98890842916492,0.018468114213515397
39.988624029912735,0.020314925634866934
40.988339630660555,0.020314925634866934
41.988055231408374,0.018468114213515397
42.987770832156194,0.018468114213515397
43.987486432904014,0.012927679949460775
44.98720203365183,0.012927679949460775
45.98691763439965,0.020314925634866934
46.986633235147465,0.012927679949460775
47.986348835895285,0.014774491370812317
48.986064436643105,0.014774491370812317
49.985780037390924,0.016621302792163856
50.985495638138744,0.016621302792163856
51.98521123888656,0.020314925634866934
52.984926839634376,0.022161737056218475
53.984642440382196,0.016621302792163856
54.984358041130015,0.018468114213515397
55.984073641877835,0.014774491370812317
56.983789242625654,0.016621302792163856
57.983504843373474,0.016621302792163856
58.98322044412129,0.012927679949460775
59.982936044869106,0.022161737056218475
60.982651645616926,0.014774491370812317
61.982367246364745,0.016621302792163856
62.982082847112565,0.014774491370812317
63.981798447860385,0.014774491370812317
64.9815140486082,0.014774491370812317
65.98122964935602,0.014774491370812317
66.98094525010384,0.016621302792163856
