Fecha Hora,PM10 [µg/m3],PM2.5 [µg/m3]
2024-01-29 20:00,46,25
2024-01-29 21:00,40,23
2024-01-29 22:00,30,16
2024-01-29 23:00,32,18
2024-01-29 24:00,48,20
2024-01-30 01:00,37,24
2024-01-30 02:00,43,24
2024-01-30 03:00,42,26
2024-01-30 04:00,43,27
2024-01-30 05:00,45,30
2024-01-30 06:00,63,41
2024-01-30 07:00,60,45
2024-01-30 08:00,71,47
2024-01-30 09:00,77,53
2024-01-30 10:00,73,43
2024-01-30 11:00,59,20
2024-01-30 12:00,37,4
2024-01-30 13:00,36,15
2024-01-30 14:00,38,9
2024-01-30 15:00,43,9
2024-01-30 16:00,83,35
2024-01-30 17:00,88,32
2024-01-30 18:00,52,18
2024-01-30 19:00,51,22
2024-01-30 20:00,47,21
2024-01-30 21:00,43,24
2024-01-30 22:00,40,25
2024-01-30 23:00,43,21
2024-01-30 24:00,42,23
2024-01-31 01:00,53,29
2024-01-31 02:00,60,31
2024-01-31 03:00,70,36
2024-01-31 04:00,69,36
2024-01-31 05:00,61,34
2024-01-31 06:00,57,38
2024-01-31 07:00,60,38
2024-01-31 08:00,81,44
2024-01-31 09:00,76,41
2024-01-31 10:00,67,39
2024-01-31 11:00,51,22
2024-01-31 12:00,58,22
2024-01-31 13:00,29,9
2024-01-31 14:00,50,10
2024-01-31 15:00,38,8
2024-01-31 16:00,76,25
2024-01-31 17:00,73,29
2024-01-31 18:00,66,27
2024-01-31 19:00,47,23
2024-01-31 20:00,35,19
2024-01-31 21:00,34,19
2024-01-31 22:00,33,22
2024-01-31 23:00,23,20
2024-01-31 24:00,28,17
