Fecha Hora,PM10 [µg/m3],PM2.5 [µg/m3]
2023-01-29 12:00,"55,8",10
2023-01-29 13:00,"55,6",6
2023-01-29 14:00,49,23
2023-01-29 15:00,"45,3",24
2023-01-29 16:00,"38,9",18
2023-01-29 17:00,"27,1",16
2023-01-29 18:00,"19,4",16
2023-01-29 19:00,22,22
2023-01-29 20:00,"21,9",22
2023-01-29 21:00,"31,3",25
2023-01-29 22:00,"30,9",18
2023-01-29 23:00,"35,7",24
2023-01-29 24:00,"34,6",25
2023-01-30 01:00,"33,2",16
2023-01-30 02:00,"44,5",24
2023-01-30 03:00,"42,1",21
2023-01-30 04:00,"54,2",21
2023-01-30 05:00,"80,4",36
2023-01-30 06:00,"86,7",47
2023-01-30 07:00,"99,8",39
2023-01-30 08:00,116,31
2023-01-30 09:00,"112,4",36
2023-01-30 10:00,"105,8",27
2023-01-30 11:00,"87,8",20
2023-01-30 12:00,"70,1",18
2023-01-30 13:00,"51,3",13
2023-01-30 14:00,"79,6",25
2023-01-30 15:00,"62,1",30
2023-01-30 16:00,54,24
2023-01-30 17:00,"59,2",21
2023-01-30 18:00,"47,8",18
2023-01-30 19:00,"44,4",17
2023-01-30 20:00,"44,8",17
2023-01-30 21:00,"57,5",26
2023-01-30 22:00,"65,6",27
2023-01-30 23:00,"50,5",27
2023-01-30 24:00,91,47
2023-01-31 01:00,"74,7",17
2023-01-31 02:00,"70,5",19
2023-01-31 03:00,"52,6",9
2023-01-31 04:00,45,19
2023-01-31 05:00,"72,4",38
2023-01-31 06:00,"79,6",31
2023-01-31 07:00,99,55
2023-01-31 08:00,"112,3",35
2023-01-31 09:00,"102,9",44
2023-01-31 10:00,"101,7",30
2023-01-31 11:00,"68,2",24
2023-01-31 12:00,"69,5",22
2023-01-31 13:00,"67,2",18
2023-01-31 14:00,"57,2",22
2023-01-31 15:00,"47,8",24
2023-01-31 16:00,"46,4",25
2023-01-31 17:00,"37,1",20
2023-01-31 18:00,"37,2",25
2023-01-31 19:00,"38,5",23
2023-01-31 20:00,"45,3",32
2023-01-31 21:00,34,34
2023-01-31 22:00,"72,1",47
2023-01-31 23:00,"88,9",45
2023-01-31 24:00,87,36
2023-02-01 01:00,71,26
2023-02-01 02:00,"66,9",21
2023-02-01 03:00,61,20
2023-02-01 04:00,"47,1",20
2023-02-01 05:00,"73,9",35
2023-02-01 06:00,"71,5",44
2023-02-01 07:00,"110,3",44
2023-02-01 08:00,"120,9",42
2023-02-01 09:00,"124,5",38
2023-02-01 10:00,115,42
2023-02-01 11:00,87,27
2023-02-01 12:00,"68,2",31
2023-02-01 13:00,"69,9",29
2023-02-01 14:00,56,30
2023-02-01 15:00,"60,4",36
2023-02-01 16:00,"55,7",36
2023-02-01 17:00,"48,1",33
2023-02-01 18:00,"45,9",39
2023-02-01 19:00,"61,1",32
2023-02-01 20:00,"50,7",32
2023-02-01 21:00,"44,7",38
2023-02-01 22:00,"52,2",42
2023-02-01 23:00,"52,5",27
2023-02-01 24:00,"52,2",38
